shipment_id,order_id,carrier,tracking_number,ship_date,estimated_delivery,actual_delivery,shipping_cost,weight_kg,shipment_status,destination_city,delivery_attempts,delay_reason
S000212,O000212,JRS Express, 993499183 ,2022-03-05 10:24:00,,,250,1,Out for Delivery,Quezon City,1,Address issue
S000213,O000213,DHL,,2022-09-03 07:08:00,2022-09-09,2022-09-09,100,0.5,LOST , CALOOCAN,1,Customer unavailable
S000214,O000214,2GO,TRK36651718,2023-09-05 01:59:00,2023-09-08,2023-09-13,100,10, returned,Antipolo,,Customer unavailable
S000215,O000215, Ninja Van,TRK77433620,2022-08-15 13:18:00,2022-08-24,,120,5,Returned, manila,,Carrier backlog
S000216,O000216,DHL,,2022-04-04 22:26:00,2022-04-11,2022-04-18,350,2, Returned,Manila,1,Carrier backlog
S000217,O000217,2GO,TRK90815881,2023-07-25 17:42:00,2023-07-27,2023-07-26,180,5,Out for Delivery,Taguig,1,Address issue
S000218,O000218,2GO,,2025-01-08 14:22:00,2025-01-19,,350,0.5,Returned,Caloocan,,Address issue
S000219,O000219,2GO,TRK34999031,2024-04-13 00:16:00,2024-04-19,2024-04-21,150,10,Returned,Taguig,1,Carrier backlog
S000220,O000220, JRS Express, 217136179 ,2022-08-27 01:29:00,2022-09-06,,,1,lost,Pasig,2,Address issue
S000221,O000221,JRS Express, 948500939 ,2022-11-19 08:09:00,2022-11-28,2022-11-28,180,3,In Transit,Taguig,2,Warehouse delay
S000222,O000222,2GO,TRK25324137,2025-11-23 01:48:00,2025-11-28,2025-11-29,150,1,Lost,Iloilo,1,Address issue
S000223,O000223,LBC, 344750517 ,2024-04-26 05:29:00,2024-04-29,2024-05-04,,5,Preparing, Antipolo,1,Address issue
S000224,O000224,DHL, 914387307 ,2025-08-02 19:50:00,2025-08-08,2025-08-06,80,15,Lost ,taguig ,1,Customer unavailable
S000225,O000225,DHL, 183125837 ,2024-08-09 21:42:00,2024-08-19,2024-08-26,250,5, OUT FOR DELIVERY , PASIG ,1,Warehouse delay
S000226,O000226,FedEx,,2024-03-23 22:08:00,2024-03-25,2024-03-31,150,0.5,, antipolo ,1,
S000227,O000227, fedex ,TRK79871309,2022-04-14 01:42:00,2022-04-22,,,5,In Transit,Antipolo,1,
S000228,O000228,J&T Express, 929071456 ,2023-06-11 12:54:00,2023-06-22,2023-06-23,150,0.5, out for delivery,Pasig,3,Address issue
S000229,O000229,LBC, 867130454 ,2023-12-30 04:03:00,2024-01-07,2024-01-05,500,2,Delivered,Manila,1,Carrier backlog
S000230,O000230,,TRK63008150,2025-06-01 13:25:00,2025-06-03,,180,20,Delivered,Makati,3,Customer unavailable
S000231,O000231,Ninja Van, 213046822 ,2025-02-08 00:31:00,2025-02-13,2025-02-12,100,,Delayed, Cebu City ,,Address issue
S000232,O000232,2GO, 496060663 ,2023-06-06 22:19:00,,,120,,In Transit,Cebu City,1,Address issue
S000233,O000233,2GO, 238556130 ,2022-05-28 15:51:00,2022-06-01,2022-05-31,120,20,Returned,Caloocan,3,Carrier backlog
S000234,O000234,DHL,,2024-03-16 22:55:00,2024-03-28,2024-04-03,350,20,Delivered,Manila,1,Customer unavailable
S000235,O000235,LBC,TRK47727245,2022-05-21 06:12:00,2022-05-23,2022-05-21,120,15,In Transit,Iloilo,1,Customer unavailable
S000236,O000236,JRS Express,TRK18553134,2023-02-04 23:54:00,2023-02-12,2023-02-11,500,15,In Transit,Pasig,2,Warehouse delay
S000237,O000237,J&T Express, 399675963 ,2025-12-16 17:58:00,2025-12-26,2025-12-25,500,0.5,In Transit,iloilo ,1,Weather
S000238,O000238,J&T Express, 737135634 ,2022-04-23 15:39:00,2022-05-05,2022-05-06,250,3,out for delivery , Taguig ,1,
S000239,O000239,J&T Express,TRK72543408,2026-01-12 19:39:00,2026-01-13,2026-01-15,,3,Delayed,Iloilo,1,Weather
S000240,O000240,Ninja Van, 211843482 ,2024-12-17 20:09:00,2024-12-24,2024-12-30,180,,Preparing,Davao City,3,Carrier backlog
S000241,O000241,J&T Express,,2023-02-09 22:29:00,2023-02-18,2023-02-18,,5,Delayed,Pasig,2,Address issue
S000242,O000242,DHL, 666069729 ,2025-11-26 19:23:00,2025-12-01,2025-11-30,500,20,Out for Delivery,Pasig,,Address issue
S000243,O000243,LBC,,2022-01-08 05:53:00,,,250,5,In Transit,Taguig,1,Warehouse delay
S000244,O000244,2GO,TRK12743556,2025-06-23 15:06:00,2025-06-24,,80,1,Out for Delivery,Antipolo,1,Customer unavailable
S000245,O000245,JRS Express,TRK99051774,2022-02-20 03:41:00,2022-02-21,2022-02-20,180,10,Out for Delivery,Pasig,,
S000246,O000246,J&T Express,,2025-02-11 00:03:00,2025-02-21,2025-02-27,500,3,LOST , Manila,,Warehouse delay
S000247,O000247,FedEx,,2024-05-31 00:17:00,,,120,1,Lost,Caloocan ,1,Carrier backlog
S000248,O000248,J&T Express,,2022-06-15 12:08:00,2022-06-25,2022-06-28,500,15,Lost,Quezon City,1,
S000249,O000249,FedEx, 157367580 ,2024-07-15 15:08:00,2024-07-22,2024-07-23,100,1,Out for Delivery,,2,Weather
S000250,O000250,JRS Express,TRK63354491,2024-06-02 16:34:00,2024-06-14,2024-06-21,350,,Out for Delivery,Quezon City,1,Address issue
S000251,O000251, ninja van , 214815265 ,2023-09-07 17:26:00,,,150,,Delayed,Pasig,1,Customer unavailable
S000252,O000252,LBC,TRK68471135,2024-10-23 18:57:00,2024-11-02,,100,1,DELIVERED,Iloilo,1,Address issue
S000253,O000253,J&T Express, 755591694 ,2024-06-09 23:07:00,2024-06-14,2024-06-13,500,1,,Quezon City,3,Warehouse delay
S000254,O000254,FedEx,,2025-05-02 07:42:00,2025-05-13,2025-05-11,180,,Preparing,Makati ,1,Customer unavailable
S000255,O000255,JRS Express,TRK60402969,2025-08-28 18:33:00,2025-08-29,,500,3,In Transit,Taguig,3,
S000256,O000256,2GO ,TRK81664319,2023-03-11 18:46:00,2023-03-20,2023-03-20,180,5,Returned,Cebu City,2,
S000257,O000257,2GO,,2025-11-08 09:58:00,,,500,15,Returned,Pasig,3,Customer unavailable
S000258,O000258,DHL,TRK70555319,2022-02-09 17:49:00,2022-02-18,,180,1,In Transit,Cebu City,2,Warehouse delay
S000259,O000259,J&T Express,TRK44201416,2025-06-30 19:45:00,2025-07-07,,180,20,Returned,Caloocan,,Carrier backlog
S000260,O000260,FedEx ,TRK73589534,2025-11-15 14:48:00,2025-11-20,2025-11-23,250,10,In Transit,Makati,2,Weather
S000261,O000261,LBC,,2023-08-15 05:56:00,2023-08-25,2023-08-29,180,0.5,Preparing,Antipolo,3,Weather
S000262,O000262,FedEx,TRK67638302,2023-11-27 21:16:00,2023-11-30,2023-12-06,120,5,In Transit,Manila,,Warehouse delay
S000263,O000263,J&T Express,,2023-12-11 06:40:00,2023-12-18,,250,1,Lost,Quezon City,3,Customer unavailable
S000264,O000264,FedEx,TRK42513909,2025-07-17 22:12:00,2025-07-26,,250,0.5,Delivered,Cebu City,1,Warehouse delay
S000265,O000265,Ninja Van,,2022-09-09 11:29:00,2022-09-16,2022-09-21,500,0.5,Returned,Cebu City,1,Weather
S000266,O000266,2GO,,2022-12-28 19:08:00,2023-01-04,2023-01-07,500,2,Returned,Cebu City,1,Weather
S000267,O000267,JRS Express, 287671593 ,2024-07-21 21:38:00,2024-07-29,,500,15,Out for Delivery,Iloilo,3,Customer unavailable
S000268,O000268,DHL, 295845971 ,2022-01-15 05:26:00,2022-01-16,2022-01-21,250,0.5,Returned,Pasig,1,Customer unavailable
S000269,O000269,Ninja Van,TRK43447655,2022-07-18 12:55:00,2022-07-28,2022-08-02,100,5,Out for Delivery ,Cebu City,2,Customer unavailable
S000270,O000270,J&T Express,,2024-09-23 08:35:00,2024-10-04,2024-10-07,80,,Lost,Taguig,2,Carrier backlog
S000271,O000271,DHL, 738183757 ,2024-06-29 13:38:00,2024-07-09,2024-07-07,150,3,Delivered,,1,Carrier backlog
S000272,O000272,FedEx,TRK14174635,2022-11-05 07:15:00,2022-11-15,2022-11-15,150,1,Preparing,Davao City,1,Weather
S000273,O000273,LBC, 955706622 ,2023-05-30 09:42:00,2023-06-07,2023-06-06,250,1,Out for Delivery,Pasig,3,Address issue
S000274,O000274,FEDEX,TRK12391036,2022-11-11 10:52:00,2022-11-22,2022-11-25,80,1,In Transit,Quezon City,,
S000275,O000275,Ninja Van,TRK45671303,2022-05-23 21:16:00,2022-06-03,2022-06-07,120,15,In Transit,,,Customer unavailable
S000276,O000276,J&T Express, 105314963 ,2024-01-19 15:25:00,2024-01-21,2024-01-19,250,15,Delayed,Caloocan,1,Warehouse delay
S000277,O000277,FedEx,,2023-05-20 06:43:00,2023-05-27,2023-05-28,180,2,Out for Delivery,Davao City,1,Warehouse delay
S000278,O000278,Ninja Van,TRK49308486,2025-04-17 07:22:00,2025-04-20,,180,5,Out for Delivery,Makati,3,Weather
S000279,O000279,LBC,TRK13135932,2024-04-26 18:08:00,2024-04-28,2024-04-26,180,,Returned,Cebu City,3,
S000280,O000280,DHL,,2022-12-03 08:19:00,2022-12-12,2022-12-19,250,5,Out for Delivery,Taguig,3,Address issue
S000281,O000281,FedEx, 846726989 ,2022-05-08 22:39:00,2022-05-15,2022-05-18,180,3,Delayed,Antipolo,1,Carrier backlog
S000282,O000282,2GO, 818342431 ,2023-04-14 17:27:00,2023-04-19,2023-04-25,250,2,Returned,Davao City,,
S000283,O000283,LBC, 808155101 ,2023-02-02 11:25:00,2023-02-09,2023-02-14,500,1,Out for Delivery, Pasig,1,Weather
S000284,O000284,2GO, 659735449 ,2023-12-30 14:30:00,2024-01-04,2024-01-10,150,10,Returned,MAKATI ,1,Address issue
S000285,O000285,,,2025-01-21 06:25:00,2025-01-27,2025-02-01,100,0.5,Delayed,Manila,2,Customer unavailable
S000286,O000286,FedEx, 994681484 ,2022-06-04 11:33:00,2022-06-05,2022-06-04,250,3,DELIVERED,Iloilo ,1,Customer unavailable
S000287,O000287,FedEx,,2025-02-20 03:54:00,2025-02-21,2025-02-27,,,Out for Delivery,Antipolo,,Customer unavailable
S000288,O000288,2GO, 276243093 ,2024-03-19 07:30:00,2024-03-24,2024-03-26,350,1,In Transit,Manila,1,Carrier backlog
S000289,O000289,JRS Express,,2022-08-22 23:44:00,2022-09-01,2022-09-05,500,3,out for delivery ,Caloocan,1,Address issue
S000290,O000290, JRS EXPRESS, 512007732 ,2023-11-22 20:36:00,2023-11-25,2023-11-29,150,20,Delayed,Manila,1,
S000291,O000291,LBC,TRK82636417,2024-03-12 16:58:00,,,120,5,Out for Delivery,,2,Customer unavailable
S000292,O000292,2GO, 242150072 ,2023-11-05 00:02:00,2023-11-14,,350,15,RETURNED,Manila,1,Carrier backlog
S000293,O000293,JRS Express,,2025-08-07 20:15:00,2025-08-14,,180,2,Out for Delivery,Cebu City,2,Weather
S000294,O000294,2GO,TRK63504665,2025-09-24 04:13:00,2025-09-25,,100,3,Out for Delivery,Pasig,1,Customer unavailable
S000295,O000295,DHL, 769478921 ,2022-08-07 04:19:00,2022-08-12,2022-08-19,120,15,Delayed,Taguig,,Address issue
S000296,O000296,J&T Express,TRK53594468,2024-07-22 13:11:00,2024-07-30,2024-08-02,250,15,Out for Delivery,Antipolo,1,Weather
S000297,O000297,2GO,,2023-02-27 21:02:00,2023-03-02,2023-03-08,250,20,Delivered,,1,Weather
S000298,O000298,JRS Express, 345836180 ,2024-04-11 06:23:00,2024-04-15,2024-04-19,80,1,preparing,Makati,3,Carrier backlog
S000299,O000299,LBC,TRK85111452,2022-09-23 21:54:00,2022-09-28,,,1,,Pasig,1,Weather
S000300,O000300,LBC,TRK95624934,2025-09-15 20:54:00,2025-09-27,,150,10,Lost,Antipolo,2,Address issue
S000301,O000301,DHL,,2023-10-24 12:33:00,2023-10-29,,500,20,Returned,Iloilo,1,Weather
S000302,O000302,FEDEX,,2024-03-26 16:06:00,,,100,,Lost,Iloilo,1,Customer unavailable
S000303,O000303,LBC, 813676046 ,2024-09-15 05:44:00,2024-09-27,2024-10-02,,2,Preparing,Pasig,1,Warehouse delay
S000304,O000304,DHL, 746382528 ,2023-09-14 01:44:00,2023-09-21,2023-09-19,250,,In Transit ,Davao City,2,Carrier backlog
S000305,O000305,J&T Express,,2025-08-28 23:29:00,2025-09-04,2025-09-11,250,15,Preparing,Davao City ,2,Carrier backlog
S000306,O000306,LBC, 657693969 ,2023-09-08 10:37:00,,,250,15, in transit,Davao City,1,Carrier backlog
S000307,O000307, JRS Express , 673874355 ,2025-10-04 18:40:00,2025-10-10,2025-10-17,100,15,lost ,Cebu City,2,Weather
S000308,O000308, JRS Express ,,2025-06-08 10:25:00,2025-06-14,2025-06-21,350,2, Preparing ,Manila,1,
S000309,O000309,LBC,,2025-07-10 03:36:00,2025-07-12,,180,, DELIVERED ,Davao City,1,Customer unavailable
S000310,O000310,FedEx,,2022-12-24 08:49:00,2023-01-04,2023-01-09,150,15,Returned,caloocan ,,
S000311,O000311,2GO, 879084397 ,2022-02-12 21:18:00,2022-02-15,,350,,Out for Delivery ,Caloocan,2,Warehouse delay
S000312,O000312,JRS Express, 863147678 ,2023-03-03 06:15:00,2023-03-15,2023-03-16,100,15,Delayed,Makati,2,Customer unavailable
S000313,O000313,JRS Express, 546270394 ,2025-01-16 20:21:00,,,,10,Delivered,Taguig,1,Warehouse delay
S000314,O000314,2GO,TRK75379287,2025-04-17 06:24:00,2025-04-21,2025-04-19,500,10,Returned,Antipolo,3,Customer unavailable
S000315,O000315,JRS Express ,,2024-02-29 06:16:00,2024-03-05,2024-03-07,150,0.5,Preparing,Quezon City,1,Customer unavailable
S000316,O000316,FedEx,,2024-01-24 11:13:00,2024-01-30,2024-02-06,350,5,Delivered,Makati,,
S000317,O000317,JRS Express, 369602344 ,2025-05-20 23:07:00,2025-05-23,,500,5,Delayed,Manila,1,Weather
S000318,O000318,LBC, 721508132 ,2025-07-31 14:08:00,2025-08-12,2025-08-19,,3,Out for Delivery,Antipolo,1,Carrier backlog
S000319,O000319, j&t express ,,2023-04-13 15:33:00,2023-04-23,2023-04-23,180,15,Lost,,1,Warehouse delay
S000320,O000320, FEDEX ,,2025-04-01 23:36:00,2025-04-10,2025-04-11,350,20,Out for Delivery,Pasig,2,Warehouse delay
S000321,O000321,Ninja Van,,2022-03-19 02:02:00,2022-03-30,2022-03-28,100,3,Returned,Caloocan,1,Weather
S000322,O000322,2GO,TRK79150865,2023-05-19 12:57:00,2023-05-22,2023-05-27,,0.5,Out for Delivery,Pasig,2,Address issue
S000323,O000323,2GO,,2024-09-22 03:12:00,2024-09-29,,150,3,Preparing,Taguig,3,
S000324,O000324,DHL, 914900194 ,2023-09-07 14:41:00,2023-09-10,2023-09-13,,15,Preparing,Davao City,2,
S000325,O000325, LBC, 751417970 ,2023-09-19 19:38:00,2023-09-27,2023-10-03,,10,In Transit,Manila,1,Customer unavailable
S000326,O000326,J&T Express,TRK67201579,2024-03-27 09:11:00,2024-03-30,2024-04-04,500,1,Out for Delivery,Manila,,Warehouse delay
S000327,O000327,JRS Express, 786910877 ,2023-08-11 14:06:00,2023-08-22,,120,15,,Makati,3,Carrier backlog
S000328,O000328,DHL,TRK55248059,2022-11-05 16:47:00,2022-11-10,2022-11-10,180,0.5,In Transit,Quezon City,1,Warehouse delay
S000329,O000329,JRS Express, 270156154 ,2023-10-11 02:23:00,2023-10-21,2023-10-20,500,20,Preparing,Iloilo,2,Address issue
S000330,O000330,JRS Express,,2022-04-02 20:19:00,2022-04-12,2022-04-19,100,5,Out for Delivery,Cebu City,1,Carrier backlog
S000331,O000331,Ninja Van,,2024-03-30 04:37:00,2024-04-09,2024-04-13,250,1,Preparing,Caloocan,1,Carrier backlog
S000332,O000332,DHL,TRK79469966,2022-06-08 09:33:00,2022-06-17,2022-06-22,250,,Returned, manila,1,Weather
S000333,O000333, ninja van ,,2024-01-22 18:51:00,2024-01-31,2024-02-05,,15, Lost,Cebu City,3,Warehouse delay
S000334,O000334,LBC,TRK73726393,2022-01-30 23:50:00,2022-01-31,2022-02-04,100,5,Delayed,Pasig,3,Weather
S000335,O000335,FedEx, 636374750 ,2023-01-16 06:05:00,,,500,0.5,Delayed, Pasig,3,Carrier backlog
S000336,O000336,J&T Express,,2025-09-12 03:54:00,2025-09-15,2025-09-22,350,1,Preparing,Taguig,1,
S000337,O000337,J&T Express,TRK16987130,2025-01-31 05:20:00,2025-02-12,2025-02-13,350,5,In Transit,Taguig,3,Carrier backlog
S000338,O000338,2GO,TRK27110231,2024-12-03 08:28:00,2024-12-11,2024-12-17,80,10,Lost,Manila,,Weather
S000339,O000339,LBC,,2023-03-18 22:29:00,,,250,1,preparing,Davao City,,Weather
S000340,O000340,DHL,TRK97559662,2022-07-07 05:04:00,2022-07-09,2022-07-15,80,3,PREPARING ,Pasig,1,Weather
S000341,O000341,Ninja Van,,2024-05-07 04:23:00,2024-05-10,2024-05-14,350,,Delivered,Quezon City,3,Warehouse delay
S000342,O000342,J&T Express,,2024-04-26 12:14:00,2024-05-08,2024-05-10,350,10,Lost,Taguig,1,Address issue
S000343,O000343,J&T Express,,2022-01-07 09:06:00,2022-01-12,2022-01-17,250,20,In Transit,Taguig,1,Warehouse delay
S000344,O000344,J&T Express,TRK88489006,2023-08-02 02:13:00,2023-08-12,2023-08-13,500,10,Lost,Manila,,Warehouse delay
S000345,O000345,DHL,,2023-10-13 10:01:00,2023-10-20,2023-10-19,,,In Transit,Quezon City,1,Customer unavailable
S000346,O000346,FedEx,TRK36641691,2024-05-18 06:58:00,2024-05-27,2024-05-26,150,20,In Transit ,Cebu City,2,Customer unavailable
S000347,O000347,J&T Express,,2022-02-21 10:54:00,2022-02-23,2022-02-22,180,5,Delayed,Pasig,2,Warehouse delay
S000348,O000348,2GO,TRK35935504,2024-06-19 15:43:00,2024-06-25,2024-06-28,250,1,Delayed,Antipolo,1,Warehouse delay
S000349,O000349,2go, 973825276 ,2025-11-23 14:08:00,2025-11-25,2025-12-02,100,10,Preparing,QUEZON CITY,1,Customer unavailable
S000350,O000350,FedEx,TRK62686309,2025-02-19 08:54:00,2025-02-26,2025-02-26,80,,Lost,Taguig,,
S000351,O000351,J&T Express,,2023-01-11 08:53:00,2023-01-21,2023-01-21,100,0.5,Out for Delivery,makati ,2,Customer unavailable
S000352,O000352,DHL, 663169822 ,2025-02-06 00:14:00,2025-02-14,2025-02-15,500,1,out for delivery ,Quezon City,1,Weather
S000353,O000353,JRS Express, 317048207 ,2025-10-31 23:02:00,2025-11-01,2025-11-06,,0.5,Returned,Caloocan,2,
S000354,O000354,,TRK35025080,2023-06-22 12:04:00,2023-07-01,2023-07-01,100,5,In Transit,Manila,1,Warehouse delay
S000355,O000355, LBC ,,2024-07-17 14:45:00,2024-07-20,2024-07-20,250,10,Returned,pasig ,1,Carrier backlog
S000356,O000356,Ninja Van, 773335682 ,2025-03-21 10:48:00,2025-03-25,2025-03-23,180,2,Lost,Quezon City,1,Address issue
S000357,O000357,2GO, 404317277 ,2024-07-15 11:31:00,2024-07-22,2024-07-27,100,0.5,Preparing,Iloilo,3,Weather
S000358,O000358,LBC,,2023-10-13 17:17:00,2023-10-15,2023-10-17,180,,Out for Delivery,Caloocan,1,Customer unavailable
S000359,O000359,DHL,,2024-02-09 23:16:00,2024-02-18,2024-02-19,150,,Out for Delivery,Manila,2,Address issue
S000360,O000360, j&t express, 798588106 ,2023-02-11 23:20:00,2023-02-12,2023-02-14,80,2,Lost,Pasig,1,Address issue
S000361,O000361,FedEx, 303743128 ,2022-06-29 00:51:00,2022-07-10,,80,,Out for Delivery,Caloocan,3,Address issue
S000362,O000362, Ninja Van ,,2025-05-15 10:26:00,2025-05-23,2025-05-27,,15,Delayed,Caloocan,1,Warehouse delay
S000363,O000363,DHL,,2025-07-18 23:34:00,,,150,1,In Transit,Caloocan,1,Warehouse delay
S000364,O000364,LBC,,2023-03-28 11:40:00,2023-04-03,2023-04-04,350,5,Delivered,Cebu City,3,Weather
S000365,O000365,JRS Express,,2024-08-26 11:14:00,2024-09-06,2024-09-04,250,1,In Transit,Taguig,1,Warehouse delay
S000366,O000366,DHL,,2025-02-01 16:01:00,2025-02-02,,500,2, delayed ,Quezon City,3,Address issue
S000367,O000367,,,2022-10-06 20:08:00,2022-10-14,2022-10-21,,,Delayed,Makati,1,Carrier backlog
S000368,O000368, NINJA VAN,TRK61828820,2025-11-15 18:49:00,2025-11-21,2025-11-23,100,3, PREPARING ,Makati,3,Carrier backlog
S000369,O000369,DHL,TRK27633391,2024-04-05 23:28:00,2024-04-09,2024-04-14,,5,In Transit,Manila,1,Carrier backlog
S000370,O000370,2GO,,2022-08-27 03:05:00,2022-08-31,2022-08-30,500,2,In Transit,Iloilo,2,Warehouse delay
S000371,O000371,FedEx,,2024-12-22 19:23:00,2024-12-29,2024-12-29,500,2,Delayed,Taguig ,1,
S000372,O000372,LBC,TRK47418187,2024-10-17 14:33:00,2024-10-26,2024-10-30,100,5,LOST ,Caloocan,1,Carrier backlog
S000373,O000373,Ninja Van, 974129628 ,2025-02-05 18:08:00,2025-02-06,2025-02-12,250,0.5,Delayed,Manila,1,Weather
S000374,O000374,J&T Express, 878800911 ,2025-04-30 07:11:00,2025-05-01,2025-04-29,350,20,Lost,Antipolo,1,Carrier backlog
S000375,O000375,DHL,TRK16123100,2024-01-05 08:20:00,2024-01-17,2024-01-21,,,,Cebu City,,Address issue
S000376,O000376,J&T Express,,2024-07-13 17:32:00,2024-07-21,2024-07-25,80,15,Returned,Pasig,1,Address issue
S000377,O000377, j&t express ,TRK31713450,2025-11-12 21:17:00,,,80,10,,Pasig,1,
S000378,O000378,JRS Express,,2025-04-26 22:13:00,2025-04-27,2025-04-29,350,2,Preparing,Quezon City,1,Warehouse delay
S000379,O000379, 2GO, 648874017 ,2022-12-31 18:51:00,2023-01-02,2023-01-02,100,5,Lost,Makati,,Address issue
S000380,O000380,FedEx,,2025-02-19 18:03:00,2025-02-27,2025-02-26,100,,Returned,Makati,1,Warehouse delay
S000381,O000381,Ninja Van,,2022-03-18 06:45:00,2022-03-26,2022-03-30,180,2,Delayed,Taguig,,Customer unavailable
S000382,O000382,Ninja Van, 631230250 ,2025-10-24 17:33:00,2025-11-02,2025-11-08,120,3,Out for Delivery, antipolo,1,Customer unavailable
S000383,O000383,Ninja Van, 472239255 ,2023-01-22 01:49:00,2023-02-02,,250,5,Delivered,,3,
S000384,O000384,LBC,,2022-01-06 23:36:00,,,100,2,Out for Delivery,Manila,3,Carrier backlog
S000385,O000385,FedEx,,2023-05-26 04:38:00,2023-06-02,2023-05-31,350,5,In Transit,Davao City,1,Warehouse delay
S000386,O000386, FEDEX ,TRK21447271,2025-10-15 07:26:00,,,150,10,In Transit,Manila,1,Weather
S000387,O000387,J&T Express,,2022-10-28 09:02:00,2022-11-03,2022-11-04,500,20,Delayed,Makati,1,Weather
S000388,O000388,J&T Express,,2022-02-07 07:30:00,,,180,3,In Transit,Caloocan,3,Weather
S000389,O000389,FedEx,TRK15030042,2024-03-06 08:05:00,2024-03-14,2024-03-15,150,3,Delivered,Iloilo,1,Address issue
S000390,O000390,J&T Express , 110268648 ,2024-06-29 02:19:00,2024-07-04,2024-07-04,80,20,Preparing,Quezon City,2,Warehouse delay
S000391,O000391,Ninja Van, 602883514 ,2022-10-31 11:40:00,2022-11-09,2022-11-14,80,,Out for Delivery,Taguig,1,Address issue
S000392,O000392,DHL,,2023-10-01 04:23:00,2023-10-08,2023-10-12,250,2,Returned,Taguig,2,Weather
S000393,O000393,2GO, 496015783 ,2022-08-04 09:40:00,2022-08-05,2022-08-05,80,5,Preparing, iloilo,3,Carrier backlog
S000394,O000394,Ninja Van,,2024-04-19 16:10:00,2024-04-24,2024-04-24,150,20,Out for Delivery, taguig,1,Warehouse delay
S000395,O000395,2GO, 690090106 ,2025-03-28 03:46:00,2025-04-01,2025-04-03,100,1,Out for Delivery,Manila ,,Warehouse delay
S000396,O000396,DHL,TRK99042019,2023-09-02 17:02:00,2023-09-12,2023-09-15,80,,Returned,Quezon City,3,Weather
S000397,O000397,J&T Express,TRK39507966,2023-03-03 03:16:00,2023-03-08,2023-03-08,500,15,Delivered,Pasig,2,
S000398,O000398,Ninja Van,TRK39441442,2025-04-02 08:22:00,2025-04-09,2025-04-10,,2,Preparing,Davao City,1,Warehouse delay
S000399,O000399, jrs express,TRK12285664,2025-03-25 11:01:00,2025-04-02,2025-04-01,100,10,Delayed,Davao City,1,Address issue
S000400,O000400,2GO, 974046663 ,2023-09-10 10:57:00,2023-09-11,2023-09-10,,1,In Transit ,Cebu City,1,Weather
S000401,O000401,LBC ,TRK90616967,2022-02-18 22:59:00,2022-02-22,2022-02-26,,15,Preparing,Pasig,2,Address issue
S000402,O000402,,TRK62437264,2022-03-26 12:27:00,2022-04-05,2022-04-07,,1,Returned,Manila,1,Carrier backlog
S000403,O000403,2GO,,2025-10-12 11:14:00,2025-10-14,2025-10-15,250,15,In Transit,Makati,1,Address issue
S000404,O000404,DHL, 399291739 ,2023-04-21 04:22:00,2023-05-03,,,10,Returned, davao city ,,
S000405,O000405,LBC,,2022-02-03 17:41:00,2022-02-04,,500,0.5,Returned,Quezon City,1,
